evaluation_regime,event,tweet_id,author,score,record_type,post_text,sentivent_reference_excerpt
high_alignment,fox02_salesvolume_increase_salesvolume_missing_date,869988356054065152,greatestlender,0,post,"What's Affecting my Wallet? Fox, MSNBC Neck-and-Neck in Ratings as Viewers Crave Trump News","Fox , MSNBC Neck-and-Neck in Ratings as Viewers Monitor Trump - Murdoch ' s network still leads , but Maddow scores key victories - Fox recovers after third-place finish in weeknight audience Fox News and MSNBC are finishing the month of May in a dogfight for the viewers advertisers prize most . Rupert Murdoch ' s Fox News , which contributes an estimated 20 percent of 21st Century Fox Inc . ' s profits , continues to get the biggest audience overall by far , according to Nielsen research cited by the network . But the bulk of those viewers are older and considered less lucrative to advertisers . MSNBC ' s Rachel Maddow was the top draw at 9 p.m . among viewers ages 25 to 54 for the third straight month , and her network won that demographic in prime time on weeknights for the first time since 2000 . Fox still won in all age groups for the full week including Saturdays and Sundays . MSNBC , whose audience leans to the left , is benefiting from high interest in the various controversies surrounding President Donald Trump ' s administration . Fox News ' viewership has also surged from a year earlier , but the channel , which appeals to conservatives , has been criticized for avoiding news stories that paint Trump in a negative light and for promoting conspiracy theories . The criticism has focused mostly on Fox ' s prime-time lineup of commentators , including host Sean Hannity . Tucker Carlson , who replaced top-rated host Bill O'Reilly when he departed last month under a cloud of sexual-harassment allegations , finished second to Maddow in the advertiser-friendly demographic . Carlson ' s show was slightly ahead of MSNBC ' s ` ` The Last Word with Lawrence O'Donnell ' ' in the category . Among total viewers , Carlson ranked first and Maddow second . ` ` Maddow ' s gains are not Fox News ' losses , ' ' said Brian Wieser , an analyst at Pivotal Research Group . ` ` Both are growing , but clearly MSNBC ' s audience base is more animated versus where they were last year . ' ' He advises buying 21st Century Fox shares and does n't have a rating for MSNBC ' s corporate parent , Comcast Corp . . Shares of New York-based 21st Century Fox have dropped 3.6 percent this year , while Philadelphia-based Comcast has gained 20 percent . Fox has had to contend with turmoil in its prime-time lineup and management . In the past year , the network has lost three of its biggest stars - - O'Reilly , Megyn Kelly and Greta Van Susteren . Kelly jumped to NBC , while Van Susteren …"
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944297263320494080,SenateGOP,128,post,"“Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the aerospace and defense contractor celebrated the Republican tax bill.” via @ForexTVConnect","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944221453066686464,SenateGOP,97,post,“Boeing applauds tax bill with $300 million workforce-related and charitable investment plan” via @ForexTVConnect,"Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,943832749739266048,hughhewitt,44,post,"""AT&T, Comcast giving $1,000 2 100s of 1000s of workers after tax bill"" ""Wells Fargo, Fifth Third Bancorp unveil minimum wage hikes after tax bill"" ""Boeing applauds tax bill with $300 million investment","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,943599299363069952,AshLeeStrong,28,post,"Who could have predicted this???? ""Boeing applauds tax bill with $300 million workforce-related and charitable investment plan""","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944719206314110976,cmmgirl50,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944546271259488258,WhiskeyPatriot_,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944545636933922816,PennyTweetT,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944463276448075776,npnursejoy,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944350142869667840,7777Bluebird,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944310804320362496,bublnet,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944308610917474304,Gophers21,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944304731710738433,TideEric,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944304664358674433,garychapman1952,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944300832044003329,LorraineMingri1,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944300423279759362,sleepywizard,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944300036292100096,LuckoftheDraw17,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944299386217091072,tj2bark,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944299286375878656,qsue2006,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944299116699574273,DonalddragonsM,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298806824329216,NDP_3409,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298563995164672,sbeck515,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298412333322240,Freelassie,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298402891919361,NancyNSCH,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298351104839680,RonaldReagan98,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944298075392274434,epicjaroslav,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944297971910434816,FoxtrotKilo39,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
high_alignment,ba13_securityvalue_increase_securityvalue_missing_date,944297879199518720,BYUswag,26,post,"RT @SenateGOP: “Boeing Co. said Wednesday it will earmark a total of $300 million on workforce-related and charitable investments, as the a…","Boeing applauds tax bill with $ 300 million workforce-related and charitable investment plan Boeing Co . said Wednesday it will earmark a total of $ 300 million on workforce-related and charitable investments , as the aerospace and defense contractor celebrated the Republican tax bill . Boeing said it was still studying the provisions of the new tax legislation , but Chief Executive Dennis Muilenburg applauded the bill , saying it will help ` ` unleash economic energy ' ' in the U.S . ` ` It ' s the single-most important thing we can do to drive innovation , support quality jobs and accelerate capital investment in our country , ' ' Muilenburg said in a statement . The company said it would spend $ 100 million for workforce development , $ 100 mililon for ` workplace of the future ' facilities and $ 100 million for corporate giving , such as employee gift-match programs . The stock rose 0.5 % toward a record high in midday trade . It has soared 16.9 % over the past three months , while the Dow Jones Industrial Average has climbed 10.5 % ."
